T_amb (F), RH_amb (%), Tmains (F), Draw Volume(gal), T_tank (F), E_consumed (Btu), E_delivered (Btu), E_tankloss (Btu) 
71.0,14.8617,49.968,[ 1.80870814],[ 111.81866208],255.9,[ 928.47519218],[ 100.51528775]
71.0,14.8617,49.968,[ 0.],[ 112.4993123],255.9,[ 0.],[ 102.19137777]
71.0,14.8617,49.968,[ 0.],[ 113.17988772],255.9,[ 0.],[ 103.86728362]
71.0,14.8617,49.968,[ 0.],[ 113.86038837],255.9,[ 0.],[ 105.54300532]
71.0,14.8617,49.968,[ 0.],[ 114.54081423],255.9,[ 0.],[ 107.21854289]
71.0,14.8617,49.968,[ 0.],[ 115.22116533],255.9,[ 0.],[ 108.89389635]
71.0,14.8617,49.968,[ 0.],[ 115.90144167],255.9,[ 0.],[ 110.56906571]
71.0,14.8617,49.968,[ 0.],[ 116.58164326],255.9,[ 0.],[ 112.244051]
71.0,14.8617,49.968,[ 0.],[ 117.26177011],255.9,[ 0.],[ 113.91885224]
71.0,14.8617,49.968,[ 0.],[ 117.94182223],255.9,[ 0.],[ 115.59346945]
71.0,14.8617,49.968,[ 0.],[ 118.62179962],255.9,[ 0.],[ 117.26790265]
71.0,14.8617,49.968,[ 0.],[ 119.30170229],255.9,[ 0.],[ 118.94215186]
71.0,14.8617,49.968,[ 0.],[ 119.98153025],255.9,[ 0.],[ 120.61621709]
71.0,14.8617,49.968,[ 0.],[ 120.66128351],255.9,[ 0.],[ 122.29009838]
71.0,14.8617,49.968,[ 0.],[ 121.34096208],255.9,[ 0.],[ 123.96379574]
71.0,14.8617,49.968,[ 0.],[ 122.02056596],255.9,[ 0.],[ 125.63730918]
71.0,14.8617,49.968,[ 0.],[ 122.70009517],255.9,[ 0.],[ 127.31063874]
71.0,14.8617,49.968,[ 0.],[ 123.37954971],255.9,[ 0.],[ 128.98378443]
71.0,14.8617,49.968,[ 0.],[ 124.05892958],255.9,[ 0.],[ 130.65674626]
71.0,14.8617,49.968,[ 0.],[ 124.73823481],255.9,[ 0.],[ 132.32952427]
71.0,14.8617,49.968,[ 0.],125.0,[ 1.64361097],[ 0.],132.97411677
71.0,14.8617,49.968,[ 0.],[ 124.99406635],0,[ 0.],[ 132.95950525]
71.0,14.8617,49.968,[ 0.],[ 124.98813335],0,[ 0.],[ 132.94489534]
71.0,14.8617,49.968,[ 0.],[ 124.982201],0,[ 0.],[ 132.93028703]
71.0,14.8617,49.968,[ 0.],[ 124.97626931],0,[ 0.],[ 132.91568032]
71.0,14.8617,49.968,[ 0.],[ 124.97033826],0,[ 0.],[ 132.90107523]
71.0,14.8617,49.968,[ 0.],[ 124.96440787],0,[ 0.],[ 132.88647173]
71.0,14.8617,49.968,[ 0.],[ 124.95847813],0,[ 0.],[ 132.87186984]
71.0,14.8617,49.968,[ 0.],[ 124.95254904],0,[ 0.],[ 132.85726956]
71.0,14.8617,49.968,[ 0.],[ 124.9466206],0,[ 0.],[ 132.84267088]
71.0,14.8617,49.968,[ 0.],[ 124.94069282],0,[ 0.],[ 132.8280738]
71.0,14.8617,49.968,[ 0.],[ 124.93476568],0,[ 0.],[ 132.81347833]
71.0,14.8617,49.968,[ 0.],[ 124.9288392],0,[ 0.],[ 132.79888446]
71.0,14.8617,49.968,[ 0.],[ 124.92291337],0,[ 0.],[ 132.7842922]
71.0,14.8617,49.968,[ 0.],[ 124.91698819],0,[ 0.],[ 132.76970154]
71.0,14.8617,49.968,[ 0.],[ 124.91106366],0,[ 0.],[ 132.75511248]
71.0,14.8617,49.968,[ 0.],[ 124.90513978],0,[ 0.],[ 132.74052502]
71.0,14.8617,49.968,[ 0.],[ 124.89921655],0,[ 0.],[ 132.72593917]
71.0,14.9186,49.968,[ 0.],[ 124.89329397],0,[ 0.],[ 132.71135492]
71.0,14.9186,49.968,[ 0.],[ 124.88737205],0,[ 0.],[ 132.69677228]
71.0,14.9186,49.968,[ 0.],[ 124.88145077],0,[ 0.],[ 132.68219123]
71.0,14.9186,49.968,[ 0.],[ 124.87553015],0,[ 0.],[ 132.66761179]
71.0,14.9186,49.968,[ 0.],[ 124.86961017],0,[ 0.],[ 132.65303395]
71.0,14.9186,49.968,[ 0.],[ 124.86369085],0,[ 0.],[ 132.63845771]
71.0,14.9186,49.968,[ 0.],[ 124.85777217],0,[ 0.],[ 132.62388307]
71.0,14.9186,49.968,[ 0.],[ 124.85185415],0,[ 0.],[ 132.60931004]
71.0,14.9186,49.968,[ 0.],[ 124.84593678],0,[ 0.],[ 132.59473861]
71.0,14.9186,49.968,[ 0.],[ 124.84002006],0,[ 0.],[ 132.58016877]
71.0,14.9186,49.968,[ 0.],[ 124.83410398],0,[ 0.],[ 132.56560054]
71.0,14.9186,49.968,[ 0.],[ 124.82818856],0,[ 0.],[ 132.55103391]
71.0,14.9186,49.968,[ 0.],[ 124.82227379],0,[ 0.],[ 132.53646888]
71.0,14.9186,49.968,[ 0.],[ 124.81635967],0,[ 0.],[ 132.52190545]
71.0,14.9186,49.968,[ 0.],[ 124.81044619],0,[ 0.],[ 132.50734362]
71.0,14.9186,49.968,[ 0.],[ 124.80453337],0,[ 0.],[ 132.49278339]
71.0,14.9186,49.968,[ 0.],[ 124.7986212],0,[ 0.],[ 132.47822476]
71.0,14.9186,49.968,[ 0.],[ 124.79270967],0,[ 0.],[ 132.46366773]
71.0,14.9186,49.968,[ 0.],[ 124.7867988],0,[ 0.],[ 132.4491123]
71.0,14.9186,49.968,[ 0.],[ 124.78088858],0,[ 0.],[ 132.43455847]
71.0,14.9186,49.968,[ 0.],[ 124.774979],0,[ 0.],[ 132.42000624]
71.0,14.9186,49.968,[ 0.],[ 124.76907008],0,[ 0.],[ 132.40545561]
71.0,14.9186,49.968,[ 0.],[ 124.7631618],0,[ 0.],[ 132.39090657]
71.0,14.9186,49.968,[ 0.],[ 124.75725417],0,[ 0.],[ 132.37635914]
71.0,14.9186,49.968,[ 0.],[ 124.75134719],0,[ 0.],[ 132.3618133]
71.0,14.9186,49.968,[ 0.],[ 124.74544087],0,[ 0.],[ 132.34726906]
71.0,14.9186,49.968,[ 0.],[ 124.73953519],0,[ 0.],[ 132.33272642]
71.0,14.9186,49.968,[ 0.],[ 124.73363015],0,[ 0.],[ 132.31818538]
71.0,14.9186,49.968,[ 0.],[ 124.72772577],0,[ 0.],[ 132.30364594]
71.0,14.9186,49.968,[ 0.],[ 124.72182204],0,[ 0.],[ 132.28910809]
71.0,14.9186,49.968,[ 0.],[ 124.71591895],0,[ 0.],[ 132.27457184]
71.0,14.9186,49.968,[ 0.],[ 124.71001652],0,[ 0.],[ 132.26003719]
71.0,14.9186,49.968,[ 0.],[ 124.70411473],0,[ 0.],[ 132.24550413]
71.0,14.9186,49.968,[ 0.],[ 124.69821359],0,[ 0.],[ 132.23097268]
71.0,14.9186,49.968,[ 0.],[ 124.6923131],0,[ 0.],[ 132.21644282]
71.0,14.9186,49.968,[ 0.],[ 124.68641326],0,[ 0.],[ 132.20191455]
71.0,14.9186,49.968,[ 0.],[ 124.68051407],0,[ 0.],[ 132.18738788]
71.0,14.9186,49.968,[ 0.],[ 124.67461552],0,[ 0.],[ 132.17286281]
71.0,14.9186,49.968,[ 0.],[ 124.66871762],0,[ 0.],[ 132.15833934]
71.0,14.9186,49.968,[ 0.],[ 124.66282037],0,[ 0.],[ 132.14381746]
71.0,14.9186,49.968,[ 0.],[ 124.65692377],0,[ 0.],[ 132.12929717]
71.0,14.9186,49.968,[ 0.],[ 124.65102782],0,[ 0.],[ 132.11477848]
71.0,14.9186,49.968,[ 0.],[ 124.64513251],0,[ 0.],[ 132.10026139]
71.0,14.9186,49.968,[ 0.],[ 124.63923786],0,[ 0.],[ 132.08574589]
71.0,14.9186,49.968,[ 0.],[ 124.63334385],0,[ 0.],[ 132.07123199]
71.0,14.9186,49.968,[ 0.],[ 124.62745048],0,[ 0.],[ 132.05671968]
71.0,14.9186,49.968,[ 0.],[ 124.62155777],0,[ 0.],[ 132.04220897]
71.0,14.9186,49.968,[ 0.],[ 124.6156657],0,[ 0.],[ 132.02769985]
71.0,14.9186,49.968,[ 0.],[ 124.60977428],0,[ 0.],[ 132.01319232]
71.0,14.9186,49.968,[ 0.],[ 124.60388351],0,[ 0.],[ 131.99868639]
71.0,14.9186,49.968,[ 0.],[ 124.59799338],0,[ 0.],[ 131.98418205]
71.0,14.9186,49.968,[ 0.],[ 124.59210391],0,[ 0.],[ 131.96967931]
71.0,14.9186,49.968,[ 0.],[ 124.58621508],0,[ 0.],[ 131.95517816]
71.0,14.9186,49.968,[ 0.],[ 124.58032689],0,[ 0.],[ 131.9406786]
71.0,14.9186,49.968,[ 0.],[ 124.57443935],0,[ 0.],[ 131.92618064]
71.0,14.9186,49.968,[ 0.],[ 124.56855246],0,[ 0.],[ 131.91168427]
71.0,14.9186,49.968,[ 0.],[ 124.56266622],0,[ 0.],[ 131.89718949]
71.0,14.9186,49.968,[ 0.],[ 124.55678063],0,[ 0.],[ 131.88269631]
71.0,14.9186,49.968,[ 0.],[ 124.55089568],0,[ 0.],[ 131.86820472]
71.0,14.9186,49.968,[ 0.],[ 124.54501137],0,[ 0.],[ 131.85371472]
71.0,15.0323,49.968,[ 0.],[ 124.53912772],0,[ 0.],[ 131.83922631]
71.0,15.0323,49.968,[ 0.],[ 124.53324471],0,[ 0.],[ 131.8247395]
71.0,15.0323,49.968,[ 0.],[ 124.52736234],0,[ 0.],[ 131.81025427]
71.0,15.0323,49.968,[ 0.],[ 124.52148063],0,[ 0.],[ 131.79577064]
71.0,15.0323,49.968,[ 0.],[ 124.51559956],0,[ 0.],[ 131.7812886]
71.0,15.0323,49.968,[ 0.],[ 124.50971913],0,[ 0.],[ 131.76680815]
71.0,15.0323,49.968,[ 0.],[ 124.50383935],0,[ 0.],[ 131.7523293]
71.0,15.0323,49.968,[ 0.],[ 124.49796022],0,[ 0.],[ 131.73785203]
71.0,15.0323,49.968,[ 0.],[ 124.49208174],0,[ 0.],[ 131.72337635]
71.0,15.0323,49.968,[ 0.],[ 124.4862039],0,[ 0.],[ 131.70890227]
71.0,15.0323,49.968,[ 0.],[ 124.4803267],0,[ 0.],[ 131.69442977]
71.0,15.0323,49.968,[ 0.],[ 124.47445015],0,[ 0.],[ 131.67995887]
71.0,15.0323,49.968,[ 0.],[ 124.46857425],0,[ 0.],[ 131.66548956]
71.0,15.0323,49.968,[ 0.],[ 124.46269899],0,[ 0.],[ 131.65102183]
71.0,15.0323,49.968,[ 0.],[ 124.45682438],0,[ 0.],[ 131.6365557]
71.0,15.0323,49.968,[ 0.],[ 124.45095042],0,[ 0.],[ 131.62209115]
71.0,15.0323,49.968,[ 0.],[ 124.4450771],0,[ 0.],[ 131.6076282]
71.0,15.0323,49.968,[ 0.],[ 124.43920442],0,[ 0.],[ 131.59316683]
71.0,15.0323,49.968,[ 0.],[ 124.43333239],0,[ 0.],[ 131.57870705]
71.0,15.0323,49.968,[ 0.],[ 124.42746101],0,[ 0.],[ 131.56424886]
71.0,15.0323,49.968,[ 0.],[ 124.42159027],0,[ 0.],[ 131.54979226]
71.0,15.0323,49.968,[ 0.],[ 124.41572017],0,[ 0.],[ 131.53533725]
71.0,15.0323,49.968,[ 0.],[ 124.40985072],0,[ 0.],[ 131.52088383]
71.0,15.0323,49.968,[ 0.],[ 124.40398192],0,[ 0.],[ 131.50643199]
71.0,15.0323,49.968,[ 0.],[ 124.39811376],0,[ 0.],[ 131.49198175]
71.0,15.0323,49.968,[ 0.],[ 124.39224624],0,[ 0.],[ 131.47753309]
71.0,15.0323,49.968,[ 0.],[ 124.38637937],0,[ 0.],[ 131.46308602]
71.0,15.0323,49.968,[ 0.],[ 124.38051315],0,[ 0.],[ 131.44864053]
71.0,15.0323,49.968,[ 0.],[ 124.37464757],0,[ 0.],[ 131.43419664]
71.0,15.0323,49.968,[ 0.],[ 124.36878263],0,[ 0.],[ 131.41975433]
71.0,15.0323,49.968,[ 0.],[ 124.36291834],0,[ 0.],[ 131.4053136]
71.0,15.0323,49.968,[ 0.],[ 124.35705469],0,[ 0.],[ 131.39087447]
71.0,15.0323,49.968,[ 0.],[ 124.35119169],0,[ 0.],[ 131.37643692]
71.0,15.0323,49.968,[ 0.],[ 124.34532933],0,[ 0.],[ 131.36200096]
71.0,15.0323,49.968,[ 0.],[ 124.33946762],0,[ 0.],[ 131.34756658]
71.0,15.0323,49.968,[ 0.],[ 124.33360655],0,[ 0.],[ 131.33313379]
71.0,15.0323,49.968,[ 0.],[ 124.32774612],0,[ 0.],[ 131.31870259]
71.0,15.0323,49.968,[ 0.],[ 124.32188634],0,[ 0.],[ 131.30427297]
71.0,15.0323,49.968,[ 0.],[ 124.3160272],0,[ 0.],[ 131.28984493]
71.0,15.0323,49.968,[ 0.],[ 124.3101687],0,[ 0.],[ 131.27541849]
71.0,15.0323,49.968,[ 0.],[ 124.30431085],0,[ 0.],[ 131.26099362]
71.0,15.0323,49.968,[ 0.],[ 124.29845365],0,[ 0.],[ 131.24657035]
71.0,15.0323,49.968,[ 0.],[ 124.29259708],0,[ 0.],[ 131.23214865]
71.0,15.0323,49.968,[ 0.],[ 124.28674116],0,[ 0.],[ 131.21772855]
71.0,15.0323,49.968,[ 0.7942393],[ 122.98080824],0,[ 481.29115713],[ 128.00189008]
71.0,15.0323,49.968,[ 0.],[ 122.97509646],0,[ 0.],[ 127.98782492]
71.0,15.0323,49.968,[ 1.43202353],[ 120.68289162],0,[ 840.46279196],[ 122.343308]
71.0,15.0323,49.968,[ 0.],[ 120.67743234],0,[ 0.],[ 122.32986462]
71.0,15.0323,49.968,[ 0.4383164],[ 119.98664552],0,[ 254.71755904],[ 120.62881337]
71.0,15.0323,49.968,[ 0.],[ 119.98126275],0,[ 0.],[ 120.61555838]
71.0,15.0323,49.968,[ 0.43268281],[ 119.30597952],0,[ 248.99938671],[ 118.95268447]
71.0,15.0323,49.968,[ 0.43689671],[ 118.63080169],0,[ 248.97615176],[ 117.29007011]
71.0,15.0323,49.968,[ 0.],[ 118.6255679],0,[ 0.],[ 117.277182]
71.0,15.0323,49.968,[ 0.],[ 118.62033469],0,[ 0.],[ 117.26429529]
71.0,15.0323,49.968,[ 0.],[ 118.61510205],0,[ 0.],[ 117.25141001]
71.0,15.0323,49.968,[ 0.],[ 118.60986999],0,[ 0.],[ 117.23852614]
71.0,15.0323,49.968,[ 0.],[ 118.6046385],0,[ 0.],[ 117.22564368]
71.0,15.0323,49.968,[ 0.],[ 118.59940759],0,[ 0.],[ 117.21276264]
71.0,15.0323,49.968,[ 0.],[ 118.59417725],0,[ 0.],[ 117.19988302]
71.0,15.0323,49.968,[ 0.],[ 118.58894749],0,[ 0.],[ 117.18700481]
71.0,15.1323,49.968,[ 0.],[ 118.5837183],0,[ 0.],[ 117.17412802]
71.0,15.1323,49.968,[ 0.],[ 118.57848968],0,[ 0.],[ 117.16125264]
71.0,15.1323,49.968,[ 0.],[ 118.57326164],0,[ 0.],[ 117.14837868]
71.0,15.1323,49.968,[ 0.],[ 118.56803417],0,[ 0.],[ 117.13550613]
71.0,15.1323,49.968,[ 0.],[ 118.56280728],0,[ 0.],[ 117.12263499]
71.0,15.1323,49.968,[ 0.],[ 118.55758097],0,[ 0.],[ 117.10976527]
71.0,15.1323,49.968,[ 0.],[ 118.55235522],0,[ 0.],[ 117.09689697]
71.0,15.1323,49.968,[ 0.],[ 118.54713006],0,[ 0.],[ 117.08403007]
71.0,15.1323,49.968,[ 0.],[ 118.54190546],0,[ 0.],[ 117.0711646]
71.0,15.1323,49.968,[ 0.],[ 118.53668144],0,[ 0.],[ 117.05830053]
71.0,15.1323,49.968,[ 0.],[ 118.53145799],0,[ 0.],[ 117.04543788]
71.0,15.1323,49.968,[ 0.],[ 118.52623512],0,[ 0.],[ 117.03257664]
71.0,15.1323,49.968,[ 0.],[ 118.52101282],0,[ 0.],[ 117.01971682]
71.0,15.1323,49.968,[ 0.],[ 118.5157911],0,[ 0.],[ 117.00685841]
71.0,15.1323,49.968,[ 0.],[ 118.51056995],0,[ 0.],[ 116.99400141]
71.0,15.1323,49.968,[ 0.],[ 118.50534937],0,[ 0.],[ 116.98114582]
71.0,15.1323,49.968,[ 0.],[ 118.50012937],0,[ 0.],[ 116.96829165]
71.0,15.1323,49.968,[ 0.],[ 118.49490994],0,[ 0.],[ 116.95543889]
71.0,15.1323,49.968,[ 0.],[ 118.48969108],0,[ 0.],[ 116.94258754]
71.0,15.1323,49.968,[ 0.],[ 118.4844728],0,[ 0.],[ 116.92973761]
71.0,15.1323,49.968,[ 0.],[ 118.47925509],0,[ 0.],[ 116.91688908]
71.0,15.1323,49.968,[ 0.],[ 118.47403795],0,[ 0.],[ 116.90404197]
71.0,15.1323,49.968,[ 0.],[ 118.46882139],0,[ 0.],[ 116.89119627]
71.0,15.1323,49.968,[ 0.],[ 118.4636054],0,[ 0.],[ 116.87835198]
71.0,15.1323,49.968,[ 0.],[ 118.45838998],0,[ 0.],[ 116.8655091]
71.0,15.1323,49.968,[ 0.],[ 118.45317514],0,[ 0.],[ 116.85266764]
71.0,15.1323,49.968,[ 0.],[ 118.44796087],0,[ 0.],[ 116.83982758]
71.0,15.1323,49.968,[ 0.],[ 118.44274717],0,[ 0.],[ 116.82698894]
71.0,15.1323,49.968,[ 0.],[ 118.43753405],0,[ 0.],[ 116.8141517]
71.0,15.1323,49.968,[ 0.],[ 118.4323215],0,[ 0.],[ 116.80131588]
71.0,15.1323,49.968,[ 0.],[ 118.42710952],0,[ 0.],[ 116.78848146]
71.0,15.1323,49.968,[ 0.],[ 118.42189811],0,[ 0.],[ 116.77564846]
71.0,15.1323,49.968,[ 0.],[ 118.41668728],0,[ 0.],[ 116.76281687]
71.0,15.1323,49.968,[ 0.],[ 118.41147702],0,[ 0.],[ 116.74998669]
71.0,15.1323,49.968,[ 0.],[ 118.40626733],0,[ 0.],[ 116.73715791]
71.0,15.1323,49.968,[ 0.],[ 118.40105821],0,[ 0.],[ 116.72433055]
71.0,15.1323,49.968,[ 0.],[ 118.39584967],0,[ 0.],[ 116.7115046]
71.0,15.1323,49.968,[ 0.],[ 118.3906417],0,[ 0.],[ 116.69868005]
71.0,15.1323,49.968,[ 0.],[ 118.3854343],0,[ 0.],[ 116.68585692]
71.0,15.1323,49.968,[ 0.],[ 118.38022747],0,[ 0.],[ 116.67303519]
71.0,15.1323,49.968,[ 0.],[ 118.37502122],0,[ 0.],[ 116.66021488]
71.0,15.1323,49.968,[ 0.],[ 118.36981553],0,[ 0.],[ 116.64739597]
71.0,15.1323,49.968,[ 0.],[ 118.36461042],0,[ 0.],[ 116.63457847]
71.0,15.1323,49.968,[ 0.],[ 118.35940589],0,[ 0.],[ 116.62176238]
71.0,15.1323,49.968,[ 0.],[ 118.35420192],0,[ 0.],[ 116.60894769]
71.0,15.1323,49.968,[ 0.],[ 118.34899852],0,[ 0.],[ 116.59613442]
71.0,15.1323,49.968,[ 0.],[ 118.3437957],0,[ 0.],[ 116.58332255]
71.0,15.1323,49.968,[ 0.],[ 118.33859345],0,[ 0.],[ 116.57051209]
71.0,15.1323,49.968,[ 0.],[ 118.33339177],0,[ 0.],[ 116.55770304]
71.0,15.1323,49.968,[ 0.],[ 118.32819066],0,[ 0.],[ 116.5448954]
71.0,15.1323,49.968,[ 0.],[ 118.32299012],0,[ 0.],[ 116.53208916]
71.0,15.1323,49.968,[ 0.],[ 118.31779016],0,[ 0.],[ 116.51928433]
71.0,15.1323,49.968,[ 0.],[ 118.31259076],0,[ 0.],[ 116.50648091]
71.0,15.1323,49.968,[ 0.],[ 118.30739194],0,[ 0.],[ 116.49367889]
71.0,15.1323,49.968,[ 0.],[ 118.30219369],0,[ 0.],[ 116.48087828]
71.0,15.1323,49.968,[ 0.],[ 118.29699601],0,[ 0.],[ 116.46807908]
71.0,15.1323,49.968,[ 0.],[ 118.2917989],0,[ 0.],[ 116.45528128]
71.0,15.1323,49.968,[ 0.],[ 118.28660236],0,[ 0.],[ 116.44248489]
71.0,15.1323,49.968,[ 0.],[ 118.2814064],0,[ 0.],[ 116.42968991]
71.0,15.1323,49.968,[ 0.],[ 118.276211],0,[ 0.],[ 116.41689633]
71.0,15.1814,49.968,[ 0.],[ 118.27101618],0,[ 0.],[ 116.40410416]
71.0,15.1814,49.968,[ 0.],[ 118.26582192],0,[ 0.],[ 116.3913134]
71.0,15.1814,49.968,[ 0.],[ 118.26062824],0,[ 0.],[ 116.37852403]
71.0,15.1814,49.968,[ 0.],[ 118.25543512],0,[ 0.],[ 116.36573608]
71.0,15.1814,49.968,[ 0.],[ 118.25024258],0,[ 0.],[ 116.35294953]
71.0,15.1814,49.968,[ 0.],[ 118.24505061],0,[ 0.],[ 116.34016438]
71.0,15.1814,49.968,[ 0.03231078],[ 118.19085725],0,[ 18.29510197],[ 116.20671412]
71.0,15.1814,49.968,[ 0.],[ 118.18567181],0,[ 0.],[ 116.19394505]
71.0,15.1814,49.968,[ 0.],[ 118.18048693],0,[ 0.],[ 116.18117737]
71.0,15.1814,49.968,[ 0.],[ 118.17530262],0,[ 0.],[ 116.1684111]
71.0,15.1814,49.968,[ 0.],[ 118.17011889],0,[ 0.],[ 116.15564623]
71.0,15.1814,49.968,[ 0.],[ 118.16493572],0,[ 0.],[ 116.14288277]
71.0,15.1814,49.968,[ 0.],[ 118.15975312],0,[ 0.],[ 116.13012071]
71.0,15.1814,49.968,[ 0.],[ 118.15457109],0,[ 0.],[ 116.11736005]
71.0,15.1814,49.968,[ 0.],[ 118.14938963],0,[ 0.],[ 116.10460079]
71.0,15.1814,49.968,[ 0.],[ 118.14420874],0,[ 0.],[ 116.09184293]
71.0,15.1814,49.968,[ 1.02992687],[ 116.59652562],0,[ 569.53976382],[ 112.28069857]
71.0,15.1814,49.968,[ 1.05385057],[ 115.04942035],0,[ 569.23751427],[ 108.47097713]
71.0,15.1814,49.968,[ 1.07890254],[ 114.17989952],255.9,[ 574.98324451],[ 106.32979631]
71.0,15.1814,49.968,[ 1.09351242],[ 113.31061365],255.9,[ 574.87994213],[ 104.18919409]
71.0,15.1814,49.968,[ 1.10851929],[ 112.44156648],255.9,[ 574.77386761],[ 102.04917965]
71.0,15.1814,49.968,[ 1.12393951],[ 111.57276189],255.9,[ 574.66490833],[ 99.90976255]
71.0,15.1814,49.968,[ 1.13979029],[ 110.70420392],255.9,[ 574.55294553],[ 97.77095276]
71.0,15.1814,49.968,[ 1.15608986],[ 109.8358968],255.9,[ 574.43785384],[ 95.63276066]
71.0,15.1814,49.968,[ 0.],[ 110.51676488],255.9,[ 0.],[ 97.30938718]
71.0,15.1814,49.968,[ 0.],[ 111.19755816],255.9,[ 0.],[ 98.98582948]
71.0,15.1814,49.968,[ 0.],[ 111.87827662],255.9,[ 0.],[ 100.66208757]
71.0,15.1814,49.968,[ 0.],[ 112.55892029],255.9,[ 0.],[ 102.33816146]
71.0,15.1814,49.968,[ 0.],[ 113.23948916],255.9,[ 0.],[ 104.01405119]
71.0,15.1814,49.968,[ 0.],[ 113.91998325],255.9,[ 0.],[ 105.68975676]
71.0,15.1814,49.968,[ 0.],[ 114.60040257],255.9,[ 0.],[ 107.3652782]
71.0,15.1814,49.968,[ 0.],[ 115.28074712],255.9,[ 0.],[ 109.04061553]
71.0,15.1814,49.968,[ 0.],[ 115.96101692],255.9,[ 0.],[ 110.71576877]
71.0,15.1814,49.968,[ 0.],[ 116.64121196],255.9,[ 0.],[ 112.39073795]
71.0,15.1814,49.968,[ 0.15010803],[ 117.09817782],255.9,[ 83.63328734],[ 113.51600891]
71.0,15.1814,49.968,[ 0.],[ 117.77824791],255.9,[ 0.],[ 115.19067038]
71.0,15.1814,49.968,[ 0.],[ 118.45824328],255.9,[ 0.],[ 116.86514784]
71.0,15.1814,49.968,[ 0.],[ 119.13816392],255.9,[ 0.],[ 118.5394413]
71.0,15.1814,49.968,[ 0.],[ 119.81800985],255.9,[ 0.],[ 120.21355079]
71.0,15.1814,49.968,[ 0.],[ 120.49778108],255.9,[ 0.],[ 121.88747632]
71.0,15.1814,49.968,[ 0.],[ 121.17747762],255.9,[ 0.],[ 123.56121792]
71.0,15.1814,49.968,[ 0.],[ 121.85709946],255.9,[ 0.],[ 125.2347756]
71.0,15.1814,49.968,[ 0.],[ 122.53664663],255.9,[ 0.],[ 126.90814939]
71.0,15.1814,49.968,[ 0.],[ 123.21611913],255.9,[ 0.],[ 128.5813393]
71.0,15.1814,49.968,[ 0.],[ 123.89551697],255.9,[ 0.],[ 130.25434536]
71.0,15.1814,49.968,[ 0.],[ 124.57484015],255.9,[ 0.],[ 131.92716759]
71.0,15.1814,49.968,[ 0.],125.0,[ 2.66952287],[ 0.],132.97411677
71.0,15.1814,49.968,[ 0.],[ 124.99406635],0,[ 0.],[ 132.95950525]
71.0,15.1814,49.968,[ 0.],[ 124.98813335],0,[ 0.],[ 132.94489534]
71.0,15.1814,49.968,[ 0.],[ 124.982201],0,[ 0.],[ 132.93028703]
71.0,15.1814,49.968,[ 0.],[ 124.97626931],0,[ 0.],[ 132.91568032]
71.0,15.1814,49.968,[ 0.],[ 124.97033826],0,[ 0.],[ 132.90107523]
71.0,15.1814,49.968,[ 0.],[ 124.96440787],0,[ 0.],[ 132.88647173]
71.0,15.1814,49.968,[ 0.],[ 124.95847813],0,[ 0.],[ 132.87186984]
71.0,15.1814,49.968,[ 0.91843159],[ 123.43768009],0,[ 560.03145213],[ 129.12692956]
71.0,15.1814,49.968,[ 0.],[ 123.43191811],0,[ 0.],[ 129.11274078]
71.0,15.1814,49.968,[ 0.21680097],[ 123.07310681],0,[ 131.54259427],[ 128.22917381]
71.0,15.1814,49.968,[ 0.],[ 123.06738489],0,[ 0.],[ 128.21508367]
71.0,15.1814,49.968,[ 0.25542318],[ 122.64796056],0,[ 154.07509864],[ 127.18225812]
71.0,15.1814,49.968,[ 0.],[ 122.64228536],0,[ 0.],[ 127.16828303]
71.0,15.1843,49.968,[ 0.],[ 122.63661078],0,[ 0.],[ 127.15430947]
71.0,15.1843,49.968,[ 0.],[ 122.63093682],0,[ 0.],[ 127.14033744]
71.0,15.1843,49.968,[ 0.],[ 122.62526349],0,[ 0.],[ 127.12636695]
71.0,15.1843,49.968,[ 0.],[ 122.61959078],0,[ 0.],[ 127.112398]
71.0,15.1843,49.968,[ 0.],[ 122.61391869],0,[ 0.],[ 127.09843058]
71.0,15.1843,49.968,[ 0.],[ 122.60824723],0,[ 0.],[ 127.08446469]
71.0,15.1843,49.968,[ 0.],[ 122.60257639],0,[ 0.],[ 127.07050034]
71.0,15.1843,49.968,[ 0.],[ 122.59690617],0,[ 0.],[ 127.05653753]
71.0,15.1843,49.968,[ 0.],[ 122.59123658],0,[ 0.],[ 127.04257625]
71.0,15.1843,49.968,[ 0.],[ 122.58556761],0,[ 0.],[ 127.0286165]
71.0,15.1843,49.968,[ 0.],[ 122.57989926],0,[ 0.],[ 127.01465828]
71.0,15.1843,49.968,[ 0.],[ 122.57423154],0,[ 0.],[ 127.0007016]
71.0,15.1843,49.968,[ 0.],[ 122.56856443],0,[ 0.],[ 126.98674646]
71.0,15.1843,49.968,[ 0.],[ 122.56289796],0,[ 0.],[ 126.97279285]
71.0,15.1843,49.968,[ 0.],[ 122.5572321],0,[ 0.],[ 126.95884077]
71.0,15.1843,49.968,[ 0.00222382],[ 122.54798006],0,[ 1.33959484],[ 126.93605778]
71.0,15.1843,49.968,[ 0.],[ 122.54231585],0,[ 0.],[ 126.92210974]
71.0,15.1843,49.968,[ 0.],[ 122.53665225],0,[ 0.],[ 126.90816323]
71.0,15.1843,49.968,[ 0.],[ 122.53098928],0,[ 0.],[ 126.89421825]
71.0,15.1843,49.968,[ 0.],[ 122.52532693],0,[ 0.],[ 126.8802748]
